review_priority,source_key,source_url,title,locale,department,category,section,chunk_index,sensitivity,review_required,public_answer_allowed,recommended_review_action,content_preview,decision,reviewer,review_date,reviewer_notes
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-programa,https://alte.edu.ge/ka/alte-universitetis-meditsinis-programa,ალტე უნივერსიტეტის მედიცინის პროგრამა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის პროგრამა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტისთვის პრიორიტეტულია მაქსიმალურად მეტი სტუდენტისთვის ხარისხიანი განათლების მიცემის ხელშეწყობა, სწორედ ამიტომ, 2021 წლიდან. ფონდში ყოველწლიურად შემოსული შემოწირულობის 30% რეზერვდება, ხოლო დარჩენილი თანხის",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-programa,https://alte.edu.ge/ka/alte-universitetis-meditsinis-programa,ალტე უნივერსიტეტის მედიცინის პროგრამა - აღწერა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის პროგრამა - აღწერა,68,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტისთვის პრიორიტეტულია მაქსიმალურად მეტი სტუდენტისთვის ხარისხიანი განათლების მიცემის ხელშეწყობა, სწორედ ამიტომ, 2021 წლიდან.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-saertashoriso-programis-kurstamdavrebulebma-f,https://alte.edu.ge/ka/alte-universitetis-meditsinis-saertashoriso-programis-kurstamdavrebulebma-fmge-gamotsda-chaabares,ალტე უნივერსიტეტის მედიცინის საერთაშორისო პროგრამის კურსთამდავრებულებმა FMGE გამოცდა ჩააბარეს,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის საერთაშორისო პროგრამის კურსთამდავრებულებმა FMGE გამოცდა ჩააბარეს,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლის კურსდამთავრებულებმა: Ayushi Mittal, Mahak Goyal, Akshat Dixit წარმატებით ჩააბარეს FMGE გამოცდა. FMGE სამედიცინო ლიცენზირების გამოცდაა, რომელსაც ინდოეთში გამოცდების ეროვნულ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-saertashoriso-programis-kurstamdavrebulebma-f,https://alte.edu.ge/ka/alte-universitetis-meditsinis-saertashoriso-programis-kurstamdavrebulebma-fmge-gamotsda-chaabares,ალტე უნივერსიტეტის მედიცინის საერთაშორისო პროგრამის კურსთამდავრებულებმა FMGE გამოცდა ჩააბარეს - აღწერა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის საერთაშორისო პროგრამის კურსთამდავრებულებმა FMGE გამოცდა ჩააბარეს - აღწერა,74,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლის კურსდამთავრებულებმა: Ayushi Mittal, Mahak Goyal, Akshat Dixit წარმატებით ჩააბარეს FMGE გამოცდა.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-saertashoriso-skola-jandatsvis-asotsiatsiis-t,https://alte.edu.ge/ka/alte-universitetis-meditsinis-saertashoriso-skola-jandatsvis-asotsiatsiis-tsevri-gakhda,ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა. თანამშრომლობის ფარგლებში ალტე უნივერსიტეტს ექნება შესაძლებლობა, გახდეს მნიშვნელოვანი პროცესების თანამონაწილე და ჩაერთოს პრობლემური საკითხე",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-saertashoriso-skola-jandatsvis-asotsiatsiis-t,https://alte.edu.ge/ka/alte-universitetis-meditsinis-saertashoriso-skola-jandatsvis-asotsiatsiis-tsevri-gakhda,ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა - აღწერა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა - აღწერა,76,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის საერთაშორისო სკოლა ჯანდაცვის ასოციაციის წევრი გახდა.,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,https://alte.edu.ge/ka/alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის ახალმა ქართულენოვანმა საგანმანათლებლო პროგრამამ აკრედიტაცია წარმატებით მოიპოვა. რა უპირატესებობებს სთავაზობს აღნიშნული პროგრამა მედიცინით დაინტერესებულ აბიტურიენტებს? - Evex ჰოსპიტლების გრანტ,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,https://alte.edu.ge/ka/alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova-2,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის ახალმა ქართულენოვანმა საგანმანათლებლო პროგრამამ აკრედიტაცია წარმატებით მოიპოვა. რა უპირატესებობებს სთავაზობს აღნიშნული პროგრამა მედიცინით დაინტერესებულ აბიტურიენტებს? - Evex ჰოსპიტლების გრანტ,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,https://alte.edu.ge/ka/alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა - აღწერა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა - აღწერა,70,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის ახალმა ქართულენოვანმა საგანმანათლებლო პროგრამამ აკრედიტაცია წარმატებით მოიპოვა.,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova,https://alte.edu.ge/ka/alte-universitetis-meditsinis-qartulenovanma-programam-akreditatsia-moipova-2,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა - აღწერა,ka,Medicine,medicine_md,ალტე უნივერსიტეტის მედიცინის ქართულენოვანმა პროგრამამ აკრედიტაცია მოიპოვა - აღწერა,72,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის მედიცინის ახალმა ქართულენოვანმა საგანმანათლებლო პროგრამამ აკრედიტაცია წარმატებით მოიპოვა.,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-studenturi-kvleviti-habis-pirveli-shekhvedra-tsarmatebit-gaimarta,https://alte.edu.ge/ka/studenturi-kvleviti-habis-pirveli-shekhvedra-tsarmatebit-gaimarta,ალტე უნივერსიტეტში „სტუდენტური კვლევითი ჰაბი“ ამოქმედდა,ka,Medicine,medicine_md,ალტე უნივერსიტეტში „სტუდენტური კვლევითი ჰაბი“ ამოქმედდა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის ახალი ინიციატივის - „სტუდენტური კვლევითი ჰაბის“ პირველი შეხვედრა წარმატებით გაიმართა. ღონისძიებას მედიცინის საერთაშორისო სკოლის სტუდენტები ესწრებოდნენ. „სტუდენტური კვლევითი ჰაბი“ ალტე უნივერსიტეტის ინს,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-biblioteka,https://alte.edu.ge/ka/biblioteka,ბიბლიოთეკა,ka,Medicine,medicine_md,ბიბლიოთეკა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიბლიოთეკის ამოცანაა შექმნას სასწავლო-სამეცნიერო საქმიანობისთვის ხელშემწყობი და კომფორტული გარემო. ბიბლიოთეკა ორიენტირებულია თავის მომხმარებელს მიაწოდოს სასწავლო და სამეცნიერო რესურსი, გაუწიოს საინფორმ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-studentebistvis,https://alte.edu.ge/ka/studentebistvis,ბიბლიოთეკა,ka,Medicine,medicine_md,ბიბლიოთეკა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიბლიოთეკის ამოცანაა შექმნას სასწავლო-სამეცნიერო საქმიანობისთვის ხელშემწყობი და კომფორტული გარემო. ბიბლიოთეკა ორიენტირებულია თავის მომხმარებელს მიაწოდოს სასწავლო და სამეცნიერო რესურსი, გაუწიოს საინფორმ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია,ka,Medicine,medicine_md,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიზნესის სკოლაში, აკადემიური თანამდებობის დასაკავებლად ჩატარებული კონკურსის შედეგად შეირჩნენ შემდეგი კანდიტატები: მიხეილ თოქმაზიშვილი - პროფესორი, მიმართულება - ეკონომიკა; ელენე ჩიქოვანი - პროფესორი, მ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია - აღწერა,ka,Medicine,medicine_md,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია - აღწერა,161,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიზნესის სკოლაში, აკადემიური თანამდებობის დასაკავებლად ჩატარებული კონკურსის შედეგად შეირჩნენ შემდეგი კანდიტატები:",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-inglisurenovani,https://alte.edu.ge/ka/meditsinis-inglisurenovani,დასაქმების შესაძლებლობები,ka,Medicine,medicine_md,დასაქმების შესაძლებლობები,6,high,true,false,NEEDS_OFFICIAL_SOURCE,მედიცინის ინგლისურენოვანი პროგრამის კურსდამთავრებული შეძლებს: გაიაროს რეზიდენტურის კურსი (ანუ ცხოეთში შესაბამისი ქვეყნის კანონმდებლობით გათვალისწინებული რეზიდენტურასთან გათანაბრებული კურსი) და უნიფიცირებული სახელმწიფო გა,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-qartulenovani,https://alte.edu.ge/ka/meditsinis-qartulenovani,დასაქმების შესაძლებლობები,ka,Medicine,medicine_md,დასაქმების შესაძლებლობები,6,high,true,false,NEEDS_OFFICIAL_SOURCE,მედიცინის ინგლისურენოვანი პროგრამის კურსდამთავრებული შეძლებს: გაიაროს რეზიდენტურის კურსი (ან უცხოეთში შესაბამისი ქვეყნის კანონმდებლობით გათვალისწინებული რეზიდენტურასთან გათანაბრებული კურსი) და უნიფიცირებული სახელმწიფო გა,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,დაფინანსება,ka,Medicine,medicine_md,დაფინანსება,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში, საგანმანათლებლო პროგრამებზე, სტუდენტთა წახალისებისა და ხელშეწყობის მიზნით მოქმედებს ფინანსური მხარდაჭერის მექანიზმები. სტუდენტებსა და აბიტურიენტებს აკადემიური მიღწევების საფუძველზე აქვთ შესაძლებლობა მ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-abiturientebistvis,https://alte.edu.ge/ka/abiturientebistvis,დაფინანსება,ka,Medicine,medicine_md,დაფინანსება,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში, საგანმანათლებლო პროგრამებით დაინტერესებული აბიტურიენტებისთვის, მოქმედებს სხვადასხვა სახის ფინანსური მხარდაჭერის მექანიზმები, რომლებიც სრულად ან ნაწილობრივ ფარავს სწავლის გადასახადს: ერთიანი ეროვნული გ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,ერთსაფეხურიანი სამედიცინო პროგრამები,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინა მეცნიერული ცოდნის, ტექნოლოგიებისა და პრაქტიკულ ღონისძიებათა სისტემაა, რომელიც მიზნად ისახავს ადამიანის დაავადებათა დიაგნოსტირებას, მკურნალობასა და პროფილაქტიკას, მისი ჯანმრთელობისა და შრომისუნარიანობის შენარჩუნე",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-stomatologia-inglisurenovani,https://alte.edu.ge/ka/stomatologia-inglisurenovani,ერთსაფეხურიანი სამედიცინო პროგრამები,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინა მეცნიერული ცოდნის, ტექნოლოგიებისა და პრაქტიკულ ღონისძიებათა სისტემაა, რომელიც მიზნად ისახავს ადამიანის დაავადებათა დიაგნოსტირებას, მკურნალობასა და პროფილაქტიკას, მისი ჯანმრთელობისა და შრომისუნარიანობის შენარჩუნე",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-akademiuri-programebi,https://alte.edu.ge/ka/akademiuri-programebi,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის საერთაშორისო სკოლა ქართველ და საერთაშორისო სტუდენტებს სთავაზობს სამ პროგრამას: მედიცინა (ENG), მედიცინა (GEO) და სტომატოლოგია (ENG)",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-stomatologia-inglisurenovani,https://alte.edu.ge/ka/stomatologia-inglisurenovani,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,ka,Medicine,medicine_md,ერთსაფეხურიანი სამედიცინო პროგრამები - აღწერა,501,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის საერთაშორისო სკოლა ქართველ და საერთაშორისო სტუდენტებს სთავაზობს სამ პროგრამას: მედიცინა (ENG), მედიცინა (GEO) და სტომატოლოგია (ENG)",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-video-konkursi-meditsinis-saertashoriso-skolis-studentebistvis,https://alte.edu.ge/ka/video-konkursi-meditsinis-saertashoriso-skolis-studentebistvis,ვიდეო კონკურსი მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის,ka,Medicine,medicine_md,ვიდეო კონკურსი მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტი აცხადებს ვიდეო კონკურსს მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის - Alte Med Diaries: Season Finale ალტე უნივერსიტეტი აცხადებს ვიდეო კონკურსს მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის - Alte Med,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-video-konkursi-meditsinis-saertashoriso-skolis-studentebistvis,https://alte.edu.ge/ka/video-konkursi-meditsinis-saertashoriso-skolis-studentebistvis,ვიდეო კონკურსი მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის - აღწერა,ka,Medicine,medicine_md,ვიდეო კონკურსი მედიცინის საერთაშორისო სკოლის სტუდენტებისთვის - აღწერა,625,high,true,false,NEEDS_OFFICIAL_SOURCE,"მონაწილეობის მსურველებმა უნდა გადაიღონ 30–40 წამიანი ვიდეო-რილსი, რომელიც ასახავს მათ სასწავლო სემესტრის ბოლოს ალტე უნივერსიტეტში.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-vorkshopebis-seria-meditsinis-studentebistvis,https://alte.edu.ge/ka/vorkshopebis-seria-meditsinis-studentebistvis,ვორკშოპების სერია მედიცინის სტუდენტებისთვის,ka,Medicine,medicine_md,ვორკშოპების სერია მედიცინის სტუდენტებისთვის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური კვლევითი გაერთიანების ორგანიზებით, უნივერსიტეტში მედიცინის სტუდენტებისთვის ჩატარდა ვორკშოპების სერია, რომელსაც სხვადასხვა უნივერსიტეტიდან 100-ზე მეტი სტუდენტი ესწრებოდა. პროექტის ფარგლებში,",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-vorkshopebis-seria-meditsinis-studentebistvis-2,https://alte.edu.ge/ka/vorkshopebis-seria-meditsinis-studentebistvis-2,ვორკშოპების სერია მედიცინის სტუდენტებისთვის,ka,Medicine,medicine_md,ვორკშოპების სერია მედიცინის სტუდენტებისთვის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური კვლევითი გაერთიანების ორგანიზებით, უნივერსიტეტში მედიცინის სტუდენტებისთვის ჩატარდა ვორკშოპების სერია, რომელსაც სხვადასხვა უნივერსიტეტიდან 100-ზე მეტი სტუდენტი ესწრებოდა. პროექტის ფარგლებში,",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-vorkshopebis-seria-meditsinis-studentebistvis,https://alte.edu.ge/ka/vorkshopebis-seria-meditsinis-studentebistvis,ვორკშოპების სერია მედიცინის სტუდენტებისთვის - აღწერა,ka,Medicine,medicine_md,ვორკშოპების სერია მედიცინის სტუდენტებისთვის - აღწერა,628,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური კვლევითი გაერთიანების ორგანიზებით, უნივერსიტეტში მედიცინის სტუდენტებისთვის ჩატარდა ვორკშოპების სერია, რომელსაც სხვადასხვა უნივერსიტეტიდან 100-ზე მეტი სტუდენტი ესწრებოდა.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-vorkshopebis-seria-meditsinis-studentebistvis-2,https://alte.edu.ge/ka/vorkshopebis-seria-meditsinis-studentebistvis-2,ვორკშოპების სერია მედიცინის სტუდენტებისთვის - აღწერა,ka,Medicine,medicine_md,ვორკშოპების სერია მედიცინის სტუდენტებისთვის - აღწერა,630,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის სტუდენტური კვლევითი გაერთიანების ორგანიზებით, უნივერსიტეტში მედიცინის სტუდენტებისთვის ჩატარდა ვორკშოპების სერია, რომელსაც სხვადასხვა უნივერსიტეტიდან 100-ზე მეტი სტუდენტი ესწრებოდა.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-inglisurenovani,https://alte.edu.ge/ka/meditsinis-inglisurenovani,მედიცინის (ინგლისურენოვანი),ka,Medicine,medicine_md,მედიცინის (ინგლისურენოვანი),1,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის პროგრამის მიზანია, სტუდენტს მისცეს სამედიცინო პრაქტიკისთვის აუცილებელი უახლესი თეორიული და პრაქტიკული ცოდნა, უნარები და ღირებულებები და შედეგად, მოამზადოს საერთაშორისო დონის, მაღალკვალიფიციური, კონკურენტუნარიან",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-inglisurenovani,https://alte.edu.ge/ka/meditsinis-inglisurenovani,მედიცინის (ინგლისურენოვანი) - აღწერა,ka,Medicine,medicine_md,მედიცინის (ინგლისურენოვანი) - აღწერა,223,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის პროგრამის მიზანია, სტუდენტს მისცეს სამედიცინო პრაქტიკისთვის აუცილებელი უახლესი თეორიული და პრაქტიკული ცოდნა, უნარები და ღირებულებები და შედეგად, მოამზადოს საერთაშორისო დონის, მაღალკვალიფიციური, კონკურენტუნარიან",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-qartulenovani,https://alte.edu.ge/ka/meditsinis-qartulenovani,მედიცინის (ქართულენოვანი),ka,Medicine,medicine_md,მედიცინის (ქართულენოვანი),1,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის პროგრამის მიზანია, სტუდენტს მისცეს სამედიცინო პრაქტიკისთვის აუცილებელი უახლესი თეორიული და პრაქტიკული ცოდნა, უნარები და ღირებულებები და შედეგად, მოამზადოს საერთაშორისო დონის, მაღალკვალიფიციური, კონკურენტუნარიან",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-qartulenovani,https://alte.edu.ge/ka/meditsinis-qartulenovani,მედიცინის (ქართულენოვანი) - აღწერა,ka,Medicine,medicine_md,მედიცინის (ქართულენოვანი) - აღწერა,241,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინის პროგრამის მიზანია, სტუდენტს მისცეს სამედიცინო პრაქტიკისთვის აუცილებელი უახლესი თეორიული და პრაქტიკული ცოდნა, უნარები და ღირებულებები და შედეგად, მოამზადოს საერთაშორისო დონის, მაღალკვალიფიციური, კონკურენტუნარიან",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia-2,https://alte.edu.ge/ka/meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia-2,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენცია,ka,Medicine,medicine_md,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენცია,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტმა მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენციას (IMAUC 2025) უმაპსინძლა, რომელიც სტუდენტური კვლევითი გაერთიანების (ASRU) მიერ იყო ორგანიზებული. ღონისძიებას სხვადასხვა უნივერსიტეტების 130-მდე",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia-2,https://alte.edu.ge/ka/meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia-2,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენცია - აღწერა,ka,Medicine,medicine_md,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენცია - აღწერა,236,high,true,false,NEEDS_OFFICIAL_SOURCE,ღონისძიებას სხვადასხვა უნივერსიტეტების 130-მდე სტუდენტი და აკადემიური პერსონალი ესწრებოდა. კონფერენციაზე სტუდენტებმა საკუთარი კვლევები ზეპირი და პოსტერული პრეზენტაციების გზით წარმოადგინეს.,,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia,https://alte.edu.ge/ka/meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინური კონფერენცია,ka,Medicine,medicine_md,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინური კონფერენცია,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტმა მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენციას (IMAUC 2025) უმაპსინძლა, რომელიც სტუდენტური კვლევითი გაერთიანების (ASRU) მიერ იყო ორგანიზებული. ღონისძიებას სხვადასხვა უნივერსიტეტების 130-მდე",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia,https://alte.edu.ge/ka/meditsinis-me-4-saertashoriso-multidistsiplinur-konferentsia,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინური კონფერენცია - აღწერა,ka,Medicine,medicine_md,მედიცინის მე-4 საერთაშორისო მულტიდისციპლინური კონფერენცია - აღწერა,233,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტმა მედიცინის მე-4 საერთაშორისო მულტიდისციპლინურ კონფერენციას (IMAUC 2025) უმაპსინძლა, რომელიც სტუდენტური კვლევითი გაერთიანების (ASRU) მიერ იყო ორგანიზებული.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-programis-studentebis-registratsia-itsyeba,https://alte.edu.ge/ka/meditsinis-programis-studentebis-registratsia-itsyeba,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება,ka,Medicine,medicine_md,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება. სტუდენტი რეგისტრაციას გაივლის ალტე უნივერსიტეტის პორტალზე, რომლის ბმულსაც პირადი ტელეფონის ნომერზე მოკლე ტექსტური შეტყობინების სახით მიიღებთ 2ოქტომბრ",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-programis-studentebis-registratsia-itsyeba,https://alte.edu.ge/ka/meditsinis-programis-studentebis-registratsia-itsyeba,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება - აღწერა,ka,Medicine,medicine_md,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება - აღწერა,239,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში,მედიცინის პროგრამის სტუდენტების რეგისტრაცია იწყება.",,,,
P1,full_alte_local_kb_medicine_md_alte-edu-ge-ka-meditsinis-saertashoriso,https://alte.edu.ge/ka/meditsinis-saertashoriso,მედიცინის საერთაშორისო,ka,Medicine,medicine_md,მედიცინის საერთაშორისო,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"მედიცინა მეცნიერული ცოდნის, ტექნოლოგიებისა და პრაქტიკულ ღონისძიებათა სისტემაა, რომელიც მიზნად ისახავს ადამიანის დაავადებათა დიაგნოსტირებას, მკურნალობასა და პროფილაქტიკას, მისი ჯანმრთელობისა და შრომისუნარიანობის შენარჩუნე",,,,
